Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
MGAT4A	2q11.2	10.17	8.57	0.50	1.07	1.60	3.34e-24	2.45e-22	Altered group
ARHGAP9	12q13.3	10.30	6.98	0.96	1.64	3.32	3.39e-24	2.47e-22	Altered group
TLR8	Xp22.2	8.21	4.96	1.00	1.99	3.25	4.11e-24	2.99e-22	Altered group
NCF1B	7q11.23	7.97	4.55	1.02	1.82	3.42	4.33e-24	3.14e-22	Altered group
CD72	9p13.3	9.42	6.32	0.92	1.65	3.11	4.94e-24	3.57e-22	Altered group
BTG2	1q32.1	11.45	9.28	0.63	1.05	2.17	5.46e-24	3.93e-22	Altered group
NAAA	4q21.1	9.26	7.64	0.51	1.14	1.62	5.65e-24	4.05e-22	Altered group
IL32	16p13.3	11.82	9.05	0.87	1.81	2.77	5.74e-24	4.11e-22	Altered group
SUSD3	9q22.31	8.03	4.87	0.94	1.68	3.16	6.60e-24	4.70e-22	Altered group
MLKL	16q23.1	8.68	7.02	0.53	1.16	1.66	6.87e-24	4.87e-22	Altered group
ACAP1	17p13.1	10.29	6.43	1.15	2.04	3.86	6.89e-24	4.87e-22	Altered group
PRKCH	14q23.1	10.46	8.63	0.56	1.05	1.83	6.98e-24	4.92e-22	Altered group
TMEM273	10q11.23	5.28	2.68	0.78	1.38	2.60	7.17e-24	5.04e-22	Altered group
PTGER2	14q22.1	6.63	3.97	0.80	1.47	2.66	7.28e-24	5.10e-22	Altered group
FAAH2	Xp11.21	4.78	2.04	0.84	1.58	2.73	7.72e-24	5.39e-22	Altered group
JCHAIN	4q13.3	12.93	7.80	1.60	3.25	5.13	7.76e-24	5.39e-22	Altered group
CD52	1p36.11	11.10	7.43	1.09	1.86	3.67	8.34e-24	5.76e-22	Altered group
TIFA	4q25	8.74	7.26	0.45	0.84	1.49	8.35e-24	5.76e-22	Altered group
PLCXD2	3q13.2	6.94	4.48	0.76	1.45	2.47	8.48e-24	5.83e-22	Altered group
TNFRSF1B	1p36.22	11.81	9.52	0.70	1.29	2.29	8.96e-24	6.14e-22	Altered group
PPP1R16B	20q11.23	10.34	7.54	0.86	1.63	2.80	9.09e-24	6.21e-22	Altered group
IL12RB1	19p13.11	8.77	5.91	0.91	2.01	2.85	9.69e-24	6.59e-22	Altered group
HCG26	6p21.3	7.32	4.65	0.84	1.74	2.68	9.77e-24	6.63e-22	Altered group
CD79A	19q13.2	11.26	6.17	1.55	2.86	5.09	9.90e-24	6.69e-22	Altered group
KMO	1q43	7.94	5.52	0.77	1.68	2.42	1.01e-23	6.78e-22	Altered group
FCRL5	1q23.1	9.41	4.16	1.58	2.76	5.26	1.05e-23	7.06e-22	Altered group
WAS	Xp11.23	10.34	7.48	0.87	1.57	2.85	1.31e-23	8.77e-22	Altered group
CAMK1D	10p13	6.62	4.14	0.78	1.54	2.48	1.36e-23	9.08e-22	Altered group
LST1	6p21.33	8.89	6.66	0.72	1.55	2.24	1.42e-23	9.43e-22	Altered group
NCF1	7q11.23	9.92	6.59	1.04	2.04	3.33	1.43e-23	9.48e-22	Altered group
GPR174	Xq21.1	6.61	2.64	1.17	1.83	3.97	1.58e-23	1.04e-21	Altered group
NCF1C	7q11.23	8.36	5.01	1.05	2.02	3.36	1.68e-23	1.11e-21	Altered group
PDE6B	4p16.3	6.50	4.31	0.71	1.63	2.18	1.98e-23	1.30e-21	Altered group
CD28	2q33.2	8.58	5.54	0.90	1.41	3.04	2.23e-23	1.46e-21	Altered group
TENT5C	1p12	10.73	7.56	0.98	1.75	3.17	2.46e-23	1.60e-21	Altered group
LTA	6p21.33	6.90	3.31	1.08	1.72	3.59	3.29e-23	2.14e-21	Altered group
TBX21	17q21.32	7.38	4.13	1.02	1.92	3.25	3.47e-23	2.25e-21	Altered group
IGSF6	16p12.2	8.78	6.03	0.86	1.56	2.75	3.88e-23	2.51e-21	Altered group
CLEC10A	17p13.1	8.72	5.46	1.04	2.06	3.26	4.24e-23	2.73e-21	Altered group
CCDC88C	14q32.11-q32.12	10.02	7.32	0.84	1.48	2.70	5.11e-23	3.28e-21	Altered group
CLECL1	12p13.31	5.78	2.42	1.00	1.46	3.36	6.12e-23	3.91e-21	Altered group
ARHGEF3	3p14.3	10.01	8.52	0.48	0.97	1.49	6.63e-23	4.23e-21	Altered group
FMO2	1q24.3	7.65	4.60	1.00	2.01	3.05	7.34e-23	4.66e-21	Altered group
NLRC3	16p13.3	9.29	6.25	0.91	1.27	3.04	8.97e-23	5.68e-21	Altered group
GVINP1	11p15.4	9.19	5.37	1.18	1.89	3.82	1.08e-22	6.84e-21	Altered group
CRYBG1	6q21	9.93	7.69	0.77	1.90	2.25	1.13e-22	7.10e-21	Altered group
MYO1G	7p13	10.04	7.12	0.93	1.66	2.92	1.15e-22	7.23e-21	Altered group
ALOX5	10q11.21	9.67	6.99	0.86	1.60	2.68	1.16e-22	7.26e-21	Altered group
BCL2L14	12p13.2	4.73	1.98	0.86	1.41	2.75	1.22e-22	7.59e-21	Altered group
PATL2	15q21.1	6.38	3.37	0.96	1.66	3.02	1.25e-22	7.79e-21	Altered group
VSIR	10q22.1	10.95	8.89	0.67	1.26	2.05	1.38e-22	8.58e-21	Altered group
NAPSB	19q13.33	9.89	6.29	1.16	2.11	3.60	1.43e-22	8.85e-21	Altered group
TMEM176A	7q36.1	10.54	8.23	0.76	1.49	2.31	1.45e-22	8.92e-21	Altered group
NUGGC	8p21.1	7.00	2.48	1.35	1.86	4.52	1.47e-22	9.05e-21	Altered group
PIK3R6	17p13.1	7.13	4.84	0.76	1.52	2.30	1.51e-22	9.26e-21	Altered group
RGCC	13q14.11	8.40	6.97	0.47	0.94	1.44	1.56e-22	9.49e-21	Altered group
IRF2	4q35.1	10.48	9.33	0.36	0.58	1.15	1.59e-22	9.65e-21	Altered group
SLAMF7	1q23.3	11.27	8.23	1.03	2.29	3.04	1.59e-22	9.66e-21	Altered group
SLFN13	17q12	8.31	6.22	0.71	1.56	2.10	1.62e-22	9.79e-21	Altered group
ICAM2	17q23.3	9.49	7.14	0.74	1.20	2.35	1.72e-22	1.04e-20	Altered group
RASAL3	19p13.12	10.14	6.82	1.05	1.75	3.32	1.79e-22	1.07e-20	Altered group
CCDC170	6q25.1	5.96	3.59	0.76	1.35	2.37	1.87e-22	1.12e-20	Altered group
POU2F2	19q13.2	9.13	5.91	1.02	1.68	3.22	2.01e-22	1.20e-20	Altered group
CERKL	2q31.3	7.77	5.44	0.78	1.67	2.32	2.13e-22	1.27e-20	Altered group
GPR34	Xp11.4	7.84	5.51	0.78	1.60	2.33	2.15e-22	1.28e-20	Altered group
SLC38A1	12q13.11	11.04	8.21	0.98	2.29	2.83	2.27e-22	1.35e-20	Altered group
IL2RB	22q12.3	11.06	8.00	1.00	1.81	3.07	2.39e-22	1.41e-20	Altered group
PTPRE	10q26.2	9.64	7.64	0.67	1.37	2.00	2.57e-22	1.51e-20	Altered group
EMBP1	1p11.2	6.58	4.15	0.80	1.48	2.43	2.63e-22	1.54e-20	Altered group
BASP1	5p15.1	10.01	7.84	0.72	1.36	2.17	3.84e-22	2.25e-20	Altered group
CTLA4	2q33.2	8.02	5.58	0.86	2.09	2.43	4.11e-22	2.40e-20	Altered group
MCUB	4q25	8.73	6.82	0.66	1.44	1.91	4.73e-22	2.75e-20	Altered group
TC2N	14q32.12	8.83	5.96	0.98	2.05	2.88	5.04e-22	2.92e-20	Altered group
ADCY7	16q12.1	10.42	8.54	0.61	1.05	1.88	5.61e-22	3.25e-20	Altered group
SLC7A7	14q11.2	10.18	8.00	0.72	1.29	2.18	5.65e-22	3.26e-20	Altered group
SPOCK2	10q22.1	11.71	8.54	1.02	1.60	3.17	5.77e-22	3.32e-20	Altered group
SIDT1	3q13.2	8.09	5.10	0.95	1.46	2.99	5.94e-22	3.40e-20	Altered group
TARP	7p14.1	5.91	2.79	1.03	1.78	3.12	6.36e-22	3.63e-20	Altered group
ADORA2A	22q11.23	8.81	6.40	0.78	1.23	2.41	6.38e-22	3.64e-20	Altered group
SAMHD1	20q11.23	10.79	8.86	0.68	1.53	1.93	6.57e-22	3.73e-20	Altered group
ADA2	22q11.1	12.47	9.72	0.92	1.65	2.75	6.79e-22	3.85e-20	Altered group
CASP4	11q22.3	10.72	9.76	0.34	0.91	0.96	6.99e-22	3.95e-20	Altered group
ARHGAP15	2q22.2-q22.3	8.68	5.98	0.90	1.63	2.70	8.14e-22	4.59e-20	Altered group
KCNK6	19q13.2	7.83	6.05	0.63	1.39	1.78	8.60e-22	4.83e-20	Altered group
ITGB2	21q22.3	13.06	10.35	0.91	1.63	2.71	8.87e-22	4.97e-20	Altered group
HACD4	9p21.3	8.10	6.54	0.56	1.51	1.56	9.66e-22	5.40e-20	Altered group
DOK3	5q35.3	9.76	7.52	0.75	1.31	2.24	1.07e-21	5.97e-20	Altered group
C3	19p13.3	13.52	10.20	1.16	2.50	3.32	1.13e-21	6.28e-20	Altered group
HHEX	10q23.33	8.63	6.88	0.62	1.43	1.75	1.22e-21	6.77e-20	Altered group
RGL4	22q11.23	6.02	2.95	0.98	1.43	3.07	1.28e-21	7.06e-20	Altered group
HLA-DOB	6p21.32	8.75	4.77	1.29	1.99	3.98	1.29e-21	7.12e-20	Altered group
ADAM6	14q32.33	17.05	12.39	1.64	3.50	4.66	1.32e-21	7.27e-20	Altered group
ABCB1	7q21.12	7.51	5.25	0.79	1.71	2.26	1.33e-21	7.30e-20	Altered group
SYTL3	6q25.3	8.06	5.81	0.76	1.34	2.25	1.34e-21	7.30e-20	Altered group
WIPF1	2q31.1	12.54	11.04	0.54	1.39	1.50	1.38e-21	7.51e-20	Altered group
RAB39B	Xq28	6.73	4.17	0.90	1.89	2.56	1.40e-21	7.63e-20	Altered group
MAPK13	6p21.31	8.33	6.52	0.65	1.52	1.81	1.52e-21	8.27e-20	Altered group
CARD11	7p22.2	9.86	6.12	1.24	1.98	3.74	1.95e-21	1.06e-19	Altered group
SEMA4A	1q22	10.04	7.88	0.74	1.34	2.16	1.97e-21	1.06e-19	Altered group
CD8B	2p11.2	9.27	5.41	1.33	2.52	3.86	1.98e-21	1.07e-19	Altered group
STAC3	12q13.3	7.46	5.48	0.68	1.27	1.99	1.99e-21	1.07e-19	Altered group
CFLAR	2q33.1	10.27	9.06	0.41	0.69	1.20	2.01e-21	1.07e-19	Altered group
TUBA4A	2q35	9.84	7.53	0.83	1.93	2.32	2.15e-21	1.15e-19	Altered group
GBP5	1p22.2	11.35	7.66	1.28	2.46	3.69	2.37e-21	1.26e-19	Altered group
CFH	1q31.3	11.09	9.17	0.69	1.57	1.92	2.53e-21	1.34e-19	Altered group
FMNL1	17q21.31	11.27	8.73	0.86	1.47	2.54	2.54e-21	1.35e-19	Altered group
GPR18	13q32.3	7.25	3.69	1.16	1.65	3.56	2.67e-21	1.41e-19	Altered group
PSD4	2q14.1	10.62	7.71	0.97	1.53	2.91	3.23e-21	1.70e-19	Altered group
CXCR2P1	2q35	8.44	4.84	1.27	2.55	3.60	3.73e-21	1.96e-19	Altered group
EAF2	3q13.33	7.59	4.75	0.93	1.30	2.84	3.92e-21	2.05e-19	Altered group
C1ORF54	1q21.2	8.05	6.30	0.60	1.04	1.75	4.06e-21	2.12e-19	Altered group
LY86	6p25.1	8.85	6.22	0.89	1.44	2.64	4.09e-21	2.13e-19	Altered group
PLCG2	16q24.1	10.45	7.94	0.83	1.25	2.51	4.18e-21	2.17e-19	Altered group
PNOC	8p21.1	6.71	2.65	1.35	2.04	4.06	4.37e-21	2.27e-19	Altered group
IRAG2	12p12.1	9.13	5.11	1.30	1.74	4.01	4.50e-21	2.33e-19	Altered group
GLCCI1	7p21.3	9.23	7.54	0.60	1.20	1.69	4.60e-21	2.37e-19	Altered group
TNFSF13B	13q33.3	8.36	5.84	0.91	2.02	2.51	4.69e-21	2.41e-19	Altered group
FGR	1p35.3	9.36	6.79	0.88	1.49	2.57	4.79e-21	2.46e-19	Altered group
SAMD9L	7q21.2	10.81	8.73	0.76	1.71	2.09	5.17e-21	2.64e-19	Altered group
CXCR4	2q22.1	11.97	9.21	0.93	1.42	2.76	5.19e-21	2.65e-19	Altered group
APOBEC3G	22q13.1	10.26	8.06	0.80	1.70	2.20	5.39e-21	2.74e-19	Altered group
ATP8A1	4p13	9.41	7.14	0.85	2.14	2.28	5.93e-21	3.01e-19	Altered group
PARVG	22q13.31	10.28	7.42	0.97	1.50	2.86	6.42e-21	3.25e-19	Altered group
LINC00426	13q12.3	6.05	3.78	0.81	1.62	2.27	6.94e-21	3.51e-19	Altered group
ABI3BP	3q12.2	9.51	6.36	1.13	2.27	3.15	7.05e-21	3.56e-19	Altered group
TLR5	1q41	6.96	5.26	0.61	1.19	1.70	7.22e-21	3.63e-19	Altered group
CSF1R	5q32	11.75	9.51	0.80	1.53	2.24	7.24e-21	3.63e-19	Altered group
SLFN12L	17q12	5.75	2.83	1.00	1.62	2.92	7.74e-21	3.87e-19	Altered group
SEPTIN1	16p11.2	10.21	6.87	1.12	1.60	3.34	7.84e-21	3.91e-19	Altered group
HLA-DQA1	6p21.32	13.05	9.85	1.13	2.05	3.20	8.05e-21	4.01e-19	Altered group
ABI3	17q21.32	9.59	7.31	0.79	1.35	2.29	8.12e-21	4.03e-19	Altered group
ELAPOR1	1p13.3	7.03	4.24	0.97	1.65	2.79	8.49e-21	4.20e-19	Altered group
STK17B	2q32.3	11.10	8.47	0.89	1.30	2.63	8.49e-21	4.20e-19	Altered group
VAMP8	2p11.2	10.90	9.34	0.59	1.51	1.56	9.23e-21	4.55e-19	Altered group
DENND3	8q24.3	9.75	7.78	0.68	1.05	1.98	9.73e-21	4.79e-19	Altered group
BCAS4	20q13.13	9.81	7.85	0.69	1.22	1.96	1.01e-20	4.94e-19	Altered group
FLT3	13q12.2	6.19	2.52	1.21	1.60	3.67	1.01e-20	4.94e-19	Altered group
PRDM8	4q21.21	6.59	3.91	0.95	1.68	2.68	1.03e-20	5.05e-19	Altered group
FCRL3	1q23.1	8.39	3.70	1.60	2.38	4.69	1.06e-20	5.17e-19	Altered group
PDCD1LG2	9p24.1	7.89	5.23	0.95	1.74	2.66	1.07e-20	5.18e-19	Altered group
TMEM200A	6q23.1	6.84	4.86	0.73	1.57	1.99	1.17e-20	5.68e-19	Altered group
CMKLR1	12q23.3	10.22	8.03	0.78	1.46	2.19	1.21e-20	5.87e-19	Altered group
CD19	16p11.2	8.78	3.19	1.90	2.75	5.59	1.26e-20	6.06e-19	Altered group
FAM30A	14q32.33	8.11	3.12	1.69	2.40	4.99	1.34e-20	6.46e-19	Altered group
PSTPIP1	15q24.3	8.95	5.92	1.07	1.87	3.03	1.45e-20	6.96e-19	Altered group
PLCB2	15q15.1	10.36	8.38	0.72	1.40	1.99	1.58e-20	7.58e-19	Altered group
EBI3	19p13.3	7.71	5.04	0.96	1.82	2.67	1.62e-20	7.74e-19	Altered group
SP140L	2q37.1	9.31	7.84	0.56	1.48	1.47	1.66e-20	7.91e-19	Altered group
SUSD6	14q24.1	10.91	9.93	0.35	0.66	0.97	1.67e-20	7.95e-19	Altered group
FGD3	9q22.31	9.75	6.91	0.98	1.46	2.84	1.79e-20	8.50e-19	Altered group
GIMAP1	7q36.1	8.79	6.15	0.91	1.34	2.64	2.06e-20	9.75e-19	Altered group
RASGRP3	2p22.3	9.07	7.11	0.70	1.27	1.96	2.06e-20	9.75e-19	Altered group
RHOF	12q24.31	9.43	6.44	1.04	1.61	2.99	2.08e-20	9.78e-19	Altered group
CDC42SE2	5q31.1	11.31	9.57	0.58	0.71	1.74	2.08e-20	9.78e-19	Altered group
HLA-DPB2	6p21.32	5.50	2.48	1.05	1.64	3.02	2.10e-20	9.81e-19	Altered group
SHISAL2A	1p32.3	5.69	2.35	1.12	1.46	3.33	2.10e-20	9.81e-19	Altered group
N4BP2L1	13q13.1	8.52	6.92	0.60	1.39	1.61	2.14e-20	1.00e-18	Altered group
UCP2	11q13.4	12.31	9.87	0.86	1.38	2.44	2.22e-20	1.03e-18	Altered group
IFNAR2	21q22.11	9.78	8.82	0.36	0.73	0.96	2.34e-20	1.09e-18	Altered group
ENPP4	6p21.1	7.78	5.68	0.80	2.11	2.10	2.44e-20	1.13e-18	Altered group
ZC3H12D	6q25.1	6.27	2.98	1.11	1.44	3.30	2.51e-20	1.16e-18	Altered group
ENTPD1	10q24.1	10.87	9.73	0.42	0.84	1.13	2.63e-20	1.21e-18	Altered group
P2RY14	3q25.1	6.58	3.83	0.95	1.33	2.75	2.84e-20	1.31e-18	Altered group
IRF1-AS1	5q31.1	7.28	5.21	0.75	1.29	2.07	2.92e-20	1.34e-18	Altered group
TNFAIP2	14q32.32	11.29	9.32	0.71	1.25	1.97	3.06e-20	1.40e-18	Altered group
GLIPR2	9p13.3	9.83	8.34	0.55	1.09	1.49	3.18e-20	1.45e-18	Altered group
NLRP1	17p13	9.89	7.12	0.97	1.43	2.77	3.18e-20	1.45e-18	Altered group
P2RX1	17p13.2	6.97	3.59	1.18	1.75	3.39	3.20e-20	1.46e-18	Altered group
PLAGL1	6q24.2	7.69	5.85	0.69	1.57	1.84	3.26e-20	1.48e-18	Altered group
AOX1	2q33.1	7.65	4.99	0.98	1.91	2.66	3.89e-20	1.76e-18	Altered group
LMO2	11p13	8.83	6.91	0.68	1.09	1.93	3.90e-20	1.76e-18	Altered group
GZMA	5q11.2	9.44	6.02	1.25	2.21	3.42	4.32e-20	1.95e-18	Altered group
C1ORF162	1p13.2	9.35	7.13	0.81	1.41	2.22	4.39e-20	1.97e-18	Altered group
LINC00324	17p13.1	6.60	5.02	0.57	0.96	1.58	4.45e-20	2.00e-18	Altered group
DEF6	6p21.31	10.10	7.75	0.85	1.42	2.35	4.73e-20	2.12e-18	Altered group
NOD2	16q12.1	7.85	5.63	0.83	1.69	2.22	4.84e-20	2.16e-18	Altered group
MILR1	17q23.3	6.20	4.17	0.76	1.49	2.03	4.89e-20	2.18e-18	Altered group
HLA-DQB1	6p21.32	12.89	10.19	1.00	1.88	2.71	5.00e-20	2.22e-18	Altered group
TNFRSF17	16p13.13	7.56	2.89	1.64	2.35	4.67	5.10e-20	2.26e-18	Altered group
MZB1	5q31.2	10.81	6.08	1.74	3.17	4.73	5.12e-20	2.27e-18	Altered group
IL18R1	2q12.1	6.66	3.84	1.00	1.54	2.82	5.43e-20	2.40e-18	Altered group
TBC1D10C	11q13.2	9.86	6.12	1.33	1.97	3.74	5.58e-20	2.46e-18	Altered group
DENND1C	19p13.3	9.97	6.99	1.06	1.56	2.98	5.75e-20	2.53e-18	Altered group
NCEH1	3q26.31	9.24	7.75	0.57	1.24	1.49	5.81e-20	2.55e-18	Altered group
CXCR3	Xq13.1	9.23	5.79	1.26	2.18	3.44	6.28e-20	2.75e-18	Altered group
BIRC3	11q22.2	10.52	7.20	1.21	2.02	3.32	6.60e-20	2.88e-18	Altered group
RAP1A	1p13.2	10.92	9.89	0.38	0.72	1.03	6.76e-20	2.95e-18	Altered group
PIK3IP1	22q12.2	10.50	8.26	0.80	1.14	2.25	7.02e-20	3.05e-18	Altered group
SLC2A5	1p36.23	9.05	6.54	0.94	1.74	2.51	7.63e-20	3.31e-18	Altered group
ARL4C	2q37.1	11.02	9.23	0.66	1.19	1.79	7.65e-20	3.31e-18	Altered group
CCR3	3p21.31	2.40	0.79	0.56	0.75	1.61	8.17e-20	3.53e-18	Altered group
PTK2B	8p21.2	10.94	8.67	0.79	0.98	2.27	8.49e-20	3.66e-18	Altered group
RASSF4	10q11.21	11.03	9.02	0.74	1.27	2.01	8.96e-20	3.86e-18	Altered group
CXCL9	4q21.1	12.92	9.16	1.42	2.75	3.76	9.66e-20	4.15e-18	Altered group
GPR160	3q26.2	7.45	5.39	0.75	1.23	2.06	9.69e-20	4.15e-18	Altered group
SEPTIN6	Xq24	11.41	9.46	0.72	1.19	1.94	1.09e-19	4.67e-18	Altered group
PECAM1	17q23.3	10.84	8.98	0.67	0.95	1.86	1.27e-19	5.40e-18	Altered group
TM6SF1	15q25.2	7.32	5.65	0.62	1.10	1.67	1.31e-19	5.60e-18	Altered group
COL4A4	2q36.3	7.72	4.74	1.09	1.68	2.98	1.33e-19	5.64e-18	Altered group
IKZF2	2q34	8.04	5.60	0.92	1.62	2.44	1.42e-19	6.04e-18	Altered group
ATP2A3	17p13.2	11.53	8.70	1.04	1.64	2.83	1.51e-19	6.40e-18	Altered group
SLAMF8	1q23.2	10.91	8.36	0.95	1.64	2.54	1.52e-19	6.42e-18	Altered group
SERPINB9	6p25.2	10.50	8.40	0.82	1.83	2.11	1.56e-19	6.58e-18	Altered group
SIGLEC7	19q13.41	7.48	5.12	0.89	1.58	2.36	1.63e-19	6.87e-18	Altered group
PIM2	Xp11.23	11.62	8.95	0.94	1.13	2.67	1.66e-19	6.96e-18	Altered group
ADGRE1	19p13.3-p13.2	6.07	3.34	1.03	1.87	2.73	1.67e-19	7.00e-18	Altered group
STAP1	4q13.2	6.96	2.32	1.62	1.90	4.64	1.86e-19	7.75e-18	Altered group
PHF11	13q14.2	9.19	7.77	0.55	1.08	1.43	1.94e-19	8.09e-18	Altered group
PARP15	3q21.1	7.39	3.23	1.47	1.78	4.16	2.03e-19	8.45e-18	Altered group
LGALS9	17q11.2	11.52	9.53	0.76	1.42	1.99	2.16e-19	8.96e-18	Altered group
HCST	19q13.12	9.50	6.96	0.95	1.59	2.54	2.21e-19	9.14e-18	Altered group
LAT	16q13	9.72	7.30	0.92	1.65	2.42	2.37e-19	9.78e-18	Altered group
CD200R1	3q13.2	6.52	3.66	1.05	1.58	2.85	2.37e-19	9.79e-18	Altered group
CD8A	2p11.2	11.00	7.36	1.39	2.47	3.64	2.40e-19	9.85e-18	Altered group
IL10	1q32.1	5.41	3.50	0.74	1.55	1.91	2.40e-19	9.85e-18	Altered group
MACC1	7p21.1	5.87	3.70	0.84	1.59	2.17	2.41e-19	9.87e-18	Altered group
TBC1D9	4q31.21	9.87	8.56	0.52	1.23	1.31	2.41e-19	9.88e-18	Altered group
HLA-DRB1	6p21.32	14.29	11.61	1.02	1.80	2.68	2.51e-19	1.03e-17	Altered group
MOB3C	1p33	9.11	8.20	0.34	0.63	0.90	2.58e-19	1.05e-17	Altered group
RARRES1	3q25.32	9.23	6.63	1.00	1.83	2.60	2.68e-19	1.09e-17	Altered group
CDR2	16p12.2	9.62	8.88	0.30	0.69	0.74	2.77e-19	1.12e-17	Altered group
CCR4	3p22.3	6.14	2.70	1.24	1.60	3.44	2.77e-19	1.12e-17	Altered group
CD33	19q13.41	7.75	5.67	0.81	1.56	2.08	2.81e-19	1.14e-17	Altered group
GPR132	14q32.33	8.38	5.75	0.97	1.45	2.62	2.87e-19	1.16e-17	Altered group
SELL	1q24.2	11.12	7.22	1.42	1.94	3.90	2.92e-19	1.18e-17	Altered group
CARMIL2	16q22.1	8.95	5.11	1.41	1.98	3.84	3.13e-19	1.26e-17	Altered group
LAMP5	20p12.2	6.27	3.89	0.93	1.89	2.38	3.46e-19	1.39e-17	Altered group
RTN1	14q23.1	7.96	5.57	0.94	1.94	2.39	3.53e-19	1.41e-17	Altered group
GRAP2	22q13.1	8.01	5.80	0.86	1.67	2.21	3.75e-19	1.50e-17	Altered group
MAP3K8	10p11.23	7.68	5.58	0.80	1.37	2.10	3.91e-19	1.56e-17	Altered group
KYNU	2q22.2	8.24	6.04	0.88	1.99	2.20	3.95e-19	1.57e-17	Altered group
CYLD	16q12.1	11.10	9.48	0.60	0.86	1.63	3.99e-19	1.58e-17	Altered group
RBP5	12p13.31	7.94	4.60	1.26	2.02	3.34	4.01e-19	1.59e-17	Altered group
LAMP3	3q27.1	8.61	6.13	0.95	1.68	2.48	4.07e-19	1.61e-17	Altered group
LINC02591	1q21.1	8.56	6.74	0.72	1.56	1.82	4.08e-19	1.61e-17	Altered group
FCHSD2	11q13.4	10.16	8.64	0.56	0.77	1.52	4.37e-19	1.72e-17	Altered group
MYO1F	19p13.2	10.68	8.28	0.90	1.40	2.40	4.63e-19	1.82e-17	Altered group
MCTP2	15q26.2	7.74	5.63	0.85	2.25	2.11	4.74e-19	1.86e-17	Altered group
UBD	6p22.1	11.76	8.35	1.34	2.66	3.41	4.98e-19	1.95e-17	Altered group
CCL19	9p13.3	10.80	6.08	1.82	3.16	4.73	5.14e-19	2.01e-17	Altered group
CXCL12	10q11.21	12.12	9.50	0.99	1.52	2.62	5.36e-19	2.09e-17	Altered group
TLR4	9q33.1	9.67	7.57	0.82	1.54	2.10	5.41e-19	2.11e-17	Altered group
DPEP2	16q22.1	7.41	4.62	1.04	1.46	2.79	5.63e-19	2.19e-17	Altered group
LSP1	11p15.5	12.20	9.69	0.95	1.48	2.51	5.67e-19	2.20e-17	Altered group
OSTF1	9q21.13	10.16	9.38	0.31	0.62	0.78	5.75e-19	2.22e-17	Altered group
CGAS	6q13	7.14	5.30	0.73	1.55	1.83	6.23e-19	2.41e-17	Altered group
FOXP3	Xp11.23	8.22	5.48	1.03	1.51	2.74	6.31e-19	2.43e-17	Altered group
MIAT	22q12.1	9.22	6.18	1.11	1.41	3.04	6.32e-19	2.43e-17	Altered group
TSPAN33	7q32.1	10.09	8.67	0.57	1.25	1.41	6.41e-19	2.46e-17	Altered group
MIR155HG	21q21.3	7.25	4.10	1.19	1.82	3.15	6.42e-19	2.46e-17	Altered group
ARHGAP27	17q21.31	9.70	7.65	0.76	1.05	2.05	6.58e-19	2.52e-17	Altered group
TRIM34	11p15.4	7.96	6.83	0.46	1.08	1.13	7.09e-19	2.71e-17	Altered group
ANKRD36BP2	2p11.2	7.46	3.59	1.44	1.91	3.88	7.45e-19	2.84e-17	Altered group
GPR183	13q32.3	9.11	6.05	1.15	1.58	3.07	7.52e-19	2.86e-17	Altered group
HVCN1	12q24.11	9.51	6.94	0.97	1.38	2.57	7.54e-19	2.86e-17	Altered group
CYP1B1	2p22.2	9.63	7.22	0.95	1.76	2.41	7.94e-19	3.01e-17	Altered group
ABCC3	17q21.33	8.51	5.62	1.11	1.72	2.89	8.00e-19	3.03e-17	Altered group
SELENOP	5p12	12.14	9.70	0.96	1.74	2.44	8.11e-19	3.06e-17	Altered group
TMEM154	4q31.3	7.53	5.12	0.95	1.80	2.41	8.20e-19	3.09e-17	Altered group
LBH	2p23.1	11.49	9.56	0.75	1.21	1.94	8.34e-19	3.14e-17	Altered group
LINC01550	14q32.2	5.14	2.10	1.13	1.50	3.04	9.17e-19	3.44e-17	Altered group
DOK2	8p21.3	9.58	7.16	0.93	1.49	2.41	9.53e-19	3.57e-17	Altered group
TRIM59	3q25.33	7.54	5.79	0.69	1.32	1.75	9.81e-19	3.67e-17	Altered group
NLRP3	1q44	7.41	5.54	0.73	1.31	1.86	9.83e-19	3.67e-17	Altered group
APOBEC3F	22q13.1	8.88	7.36	0.62	1.40	1.51	1.00e-18	3.73e-17	Altered group
ARRDC5	19p13.3	4.23	1.41	1.02	1.09	2.82	1.03e-18	3.84e-17	Altered group
AGAP2	12q14.1	8.91	6.50	0.92	1.36	2.42	1.07e-18	3.96e-17	Altered group
KIF21B	1q32.1	9.57	7.22	0.92	1.54	2.35	1.08e-18	4.01e-17	Altered group
SH3BGRL	Xq21.1	11.76	10.94	0.33	0.66	0.82	1.12e-18	4.15e-17	Altered group
TNFRSF8	1p36.22	6.48	4.29	0.87	1.60	2.19	1.15e-18	4.26e-17	Altered group
MS4A1	11q12.2	10.42	4.23	2.32	2.98	6.19	1.17e-18	4.31e-17	Altered group
EIF4E3	3p13	9.00	7.39	0.65	1.48	1.60	1.18e-18	4.34e-17	Altered group
AIM2	1q23.1-q23.2	8.86	5.78	1.25	2.62	3.08	1.21e-18	4.44e-17	Altered group
