Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
CTSC	11q14.2	10.49	8.79	1.05	0.95	1.70	9.05e-21	6.61e-19	Altered group
LILRA1	19q13.42	6.04	4.00	1.27	1.27	2.04	9.92e-21	7.22e-19	Altered group
HCST	19q13.12	7.56	5.98	0.98	1.18	1.58	1.01e-20	7.29e-19	Altered group
TASL	Xp21.2	6.35	4.56	1.11	1.22	1.79	1.02e-20	7.38e-19	Altered group
PALD1	10q22.1	11.19	10.22	0.60	0.66	0.97	1.05e-20	7.56e-19	Altered group
NLRC4	2p22.3	6.49	4.97	0.94	0.86	1.52	1.14e-20	8.21e-19	Altered group
CD37	19q13.33	9.76	8.01	1.09	1.21	1.76	1.17e-20	8.33e-19	Altered group
LILRA2	19q13.4	7.71	5.98	1.08	1.25	1.73	1.30e-20	9.26e-19	Altered group
IFI30	19p13.11	10.32	8.28	1.28	1.40	2.03	1.65e-20	1.17e-18	Altered group
CD7	17q25.3	5.18	3.42	1.10	1.17	1.76	1.74e-20	1.23e-18	Altered group
STAC3	12q13.3	6.89	5.61	0.81	0.92	1.28	1.98e-20	1.39e-18	Altered group
IL16	15q25.1	8.68	7.25	0.89	0.83	1.42	2.06e-20	1.44e-18	Altered group
CEBPA	19q13.11	10.11	8.52	1.00	1.08	1.59	2.07e-20	1.44e-18	Altered group
FCGR3A	1q23.3	11.57	9.24	1.46	1.43	2.33	2.08e-20	1.44e-18	Altered group
FAM78A	9q34.13	8.90	7.92	0.62	0.54	0.98	2.14e-20	1.48e-18	Altered group
GPX1	3p21.31	12.58	11.65	0.58	0.68	0.92	2.14e-20	1.48e-18	Altered group
MYO7A	11q13.5	8.56	7.30	0.79	1.00	1.26	2.19e-20	1.51e-18	Altered group
ARHGAP45	19p13.3	10.03	8.94	0.69	0.72	1.09	2.69e-20	1.85e-18	Altered group
UCP2	11q13.4	10.46	8.95	0.96	1.11	1.51	2.85e-20	1.94e-18	Altered group
CARD11	7p22.2	8.20	6.81	0.88	1.07	1.39	2.88e-20	1.96e-18	Altered group
ZFP36L2	2p21	12.00	11.21	0.49	0.75	0.78	3.38e-20	2.29e-18	Altered group
LCP2	5q35.1	9.17	7.62	0.98	0.89	1.54	3.51e-20	2.37e-18	Altered group
TMEM154	4q31.3	5.92	4.30	1.03	1.06	1.62	3.56e-20	2.40e-18	Altered group
SERPINB1	6p25.2	8.86	7.42	0.91	0.84	1.44	3.57e-20	2.40e-18	Altered group
PTGER4	5p13.1	6.69	4.87	1.16	1.21	1.82	3.64e-20	2.43e-18	Altered group
CD302	2q24.2	10.07	8.73	0.86	0.84	1.35	3.69e-20	2.46e-18	Altered group
CD84	1q23.3	8.12	5.96	1.37	1.36	2.16	3.93e-20	2.61e-18	Altered group
ABHD15	17q11.2	8.09	7.18	0.58	0.62	0.92	4.46e-20	2.96e-18	Altered group
NCF1B	7q11.23	5.49	3.79	1.09	1.13	1.70	5.33e-20	3.51e-18	Altered group
TOR4A	9q34.3	7.58	6.52	0.68	0.78	1.06	5.51e-20	3.61e-18	Altered group
SIRPB2	20p13	7.31	5.41	1.21	1.14	1.90	5.53e-20	3.62e-18	Altered group
GAL3ST4	7q22.1	9.95	9.01	0.60	0.83	0.94	6.15e-20	4.01e-18	Altered group
BLNK	10q24.1	7.92	6.10	1.17	1.41	1.82	6.44e-20	4.19e-18	Altered group
EMB	5q11.1	8.15	6.44	1.10	1.04	1.71	8.57e-20	5.55e-18	Altered group
CSF3R	1p34.3	9.41	7.82	1.03	1.12	1.59	8.65e-20	5.58e-18	Altered group
LPAR5	12p13.31	9.39	7.75	1.06	1.25	1.64	9.24e-20	5.94e-18	Altered group
FCGRT	19q13.33	11.56	10.77	0.51	0.76	0.80	1.13e-19	7.24e-18	Altered group
PEAK3	19p13.3	5.47	4.08	0.90	1.07	1.39	1.18e-19	7.51e-18	Altered group
FCGR1A	1q21.2	9.29	7.49	1.17	1.36	1.81	1.18e-19	7.51e-18	Altered group
SLC11A1	2q35	9.57	7.38	1.42	1.62	2.19	1.22e-19	7.77e-18	Altered group
REEP4	8p21.3	8.27	7.44	0.54	0.76	0.83	1.31e-19	8.27e-18	Altered group
CASP8	2q33.1	7.55	6.05	0.97	0.87	1.50	1.39e-19	8.80e-18	Altered group
DNASE2	19p13.13	10.66	10.10	0.37	0.52	0.57	1.49e-19	9.40e-18	Altered group
IL17RA	22q11.1	8.50	7.53	0.63	0.70	0.97	1.51e-19	9.47e-18	Altered group
RUNX1	21q22.12	9.09	7.37	1.12	1.37	1.72	1.59e-19	9.95e-18	Altered group
CTSB	8p23.1	14.24	13.38	0.56	0.52	0.86	1.60e-19	9.95e-18	Altered group
CYB561A3	11q12.2	9.85	9.26	0.39	0.44	0.59	1.74e-19	1.08e-17	Altered group
APOC2	19q13.32	10.21	8.23	1.29	1.45	1.97	1.80e-19	1.11e-17	Altered group
GPR82	Xp11.4	5.16	2.41	1.79	1.60	2.74	1.82e-19	1.13e-17	Altered group
SIPA1	11q13.1	10.21	9.14	0.71	0.79	1.08	1.93e-19	1.19e-17	Altered group
ACP3	3q22.1	4.44	2.36	1.36	1.39	2.08	2.07e-19	1.27e-17	Altered group
HMOX1	22q12.3	10.43	9.17	0.83	1.10	1.26	2.25e-19	1.38e-17	Altered group
PTPN18	2q21.1	10.30	9.61	0.45	0.49	0.69	2.27e-19	1.39e-17	Altered group
UNC93B1	11q13.2	9.30	7.91	0.91	1.01	1.39	2.32e-19	1.41e-17	Altered group
AGTRAP	1p36.22	9.44	8.53	0.60	0.87	0.92	2.48e-19	1.50e-17	Altered group
CTSZ	20q13.32	11.28	9.94	0.88	0.85	1.34	2.54e-19	1.53e-17	Altered group
GNAI3	1p13.3	10.97	10.48	0.31	0.59	0.49	2.74e-19	1.65e-17	Altered group
GPR34	Xp11.4	10.58	8.82	1.16	1.16	1.76	2.85e-19	1.71e-17	Altered group
GIMAP4	7q36.1	9.75	8.34	0.93	0.79	1.42	3.00e-19	1.80e-17	Altered group
ADORA3	1p13.2	10.55	8.93	1.07	1.19	1.62	3.01e-19	1.80e-17	Altered group
AXL	19q13.2	11.02	10.02	0.66	0.73	1.00	3.13e-19	1.86e-17	Altered group
ADGRE1	19p13.3-p13.2	5.41	2.46	1.95	1.74	2.95	3.21e-19	1.90e-17	Altered group
DSC2	18q12.1	7.14	5.56	1.04	0.93	1.57	3.37e-19	1.98e-17	Altered group
EBI3	19p13.3	7.66	6.22	0.96	1.06	1.45	3.37e-19	1.98e-17	Altered group
ANKRD22	10q23.31	8.01	5.47	1.69	1.98	2.55	3.45e-19	2.02e-17	Altered group
SERTAD3	19q13.2	8.10	7.26	0.54	0.90	0.83	3.79e-19	2.22e-17	Altered group
S100Z	5q13.3	3.07	1.67	0.93	0.85	1.40	3.92e-19	2.29e-17	Altered group
ITPRIP	10q25.1	9.05	8.30	0.50	0.80	0.76	4.09e-19	2.38e-17	Altered group
SLC16A5	17q25.1	4.83	3.58	0.83	0.87	1.25	4.10e-19	2.38e-17	Altered group
TMC8	17q25.3	8.34	7.00	0.89	1.03	1.33	4.23e-19	2.44e-17	Altered group
C2	6p21.33	9.22	7.32	1.26	1.27	1.90	4.32e-19	2.49e-17	Altered group
SP110	2q37.1	8.83	7.79	0.69	0.71	1.04	4.44e-19	2.55e-17	Altered group
FGD2	6p21.2	8.76	7.31	0.97	1.08	1.46	4.76e-19	2.73e-17	Altered group
RNF130	5q35.3	11.43	10.65	0.52	0.55	0.79	5.11e-19	2.92e-17	Altered group
ZFHX3	16q22.2-q22.3	9.79	9.18	0.41	0.51	0.62	5.25e-19	3.00e-17	Altered group
PLEKHO2	15q22.31	10.61	9.90	0.47	0.58	0.70	5.66e-19	3.22e-17	Altered group
DOCK8-AS1	9p24.3	2.89	1.85	0.69	0.78	1.03	5.68e-19	3.22e-17	Altered group
TNFAIP8	5q23.1	6.31	4.62	1.13	1.06	1.69	5.88e-19	3.32e-17	Altered group
LPCAT2	16q12.2	9.88	8.11	1.19	1.19	1.77	5.97e-19	3.36e-17	Altered group
IL10RB	21q22.11	9.04	8.47	0.38	0.51	0.57	6.01e-19	3.38e-17	Altered group
CLIC1	6p21.33	10.67	9.27	0.94	1.07	1.40	6.37e-19	3.56e-17	Altered group
WIPF1	2q31.1	10.82	10.11	0.47	0.57	0.71	6.37e-19	3.56e-17	Altered group
MOB1A	2p13.1	8.91	7.95	0.65	0.66	0.96	6.67e-19	3.72e-17	Altered group
ZNF816	19q13.41	6.28	5.54	0.50	0.75	0.75	7.04e-19	3.91e-17	Altered group
ITGB7	12q13.13	5.87	4.24	1.10	1.15	1.63	7.64e-19	4.23e-17	Altered group
CDC42	1p36.12	12.02	11.55	0.31	0.47	0.47	7.74e-19	4.28e-17	Altered group
A2M	12p13.31	14.33	13.30	0.70	0.78	1.03	8.22e-19	4.53e-17	Altered group
ERMAP	1p34.2	8.93	8.08	0.57	0.59	0.85	8.24e-19	4.53e-17	Altered group
CALHM6	6q22.1	6.39	4.38	1.35	1.24	2.01	8.73e-19	4.79e-17	Altered group
GAB3	Xq28	7.65	6.53	0.76	0.82	1.12	9.04e-19	4.94e-17	Altered group
KCNE3	11q13.4	7.23	5.74	1.00	0.96	1.49	9.15e-19	4.99e-17	Altered group
CARD6	5p13.1	7.61	6.42	0.80	0.76	1.19	9.25e-19	5.03e-17	Altered group
GIMAP2	7q36.1	7.95	6.50	0.97	0.82	1.44	9.58e-19	5.19e-17	Altered group
KCNK13	14q32.11	6.74	5.12	1.09	1.08	1.62	9.59e-19	5.19e-17	Altered group
RAP1A	1p13.2	10.56	9.89	0.46	0.54	0.68	1.10e-18	5.96e-17	Altered group
PTP4A2	1p35.2	11.21	10.61	0.40	0.55	0.60	1.13e-18	6.08e-17	Altered group
TRPM2	21q22.3	9.27	8.09	0.80	1.07	1.18	1.14e-18	6.13e-17	Altered group
FCGR1CP	1q21.1	7.82	6.07	1.19	1.32	1.75	1.19e-18	6.35e-17	Altered group
RCSD1	1q24.2	9.61	8.23	0.93	0.71	1.38	1.20e-18	6.39e-17	Altered group
ACRBP	12p13.31	5.20	4.18	0.70	0.79	1.03	1.35e-18	7.20e-17	Altered group
SLC39A1	1q21.3	11.14	10.58	0.38	0.50	0.56	1.36e-18	7.20e-17	Altered group
PIK3CD	1p36.22	8.90	7.64	0.86	0.82	1.26	1.45e-18	7.66e-17	Altered group
RNF149	2q11.2	8.84	7.95	0.60	0.84	0.89	1.48e-18	7.81e-17	Altered group
PLCB2	15q15.1	9.92	8.53	0.95	1.06	1.40	1.50e-18	7.90e-17	Altered group
WASF2	1p36.11	12.08	11.34	0.51	0.62	0.74	1.56e-18	8.20e-17	Altered group
SUSD3	9q22.31	7.58	5.92	1.13	1.31	1.65	1.68e-18	8.80e-17	Altered group
PICALM	11q14.2	12.17	11.60	0.38	0.36	0.56	1.79e-18	9.38e-17	Altered group
FBP1	9q22.32	7.23	5.41	1.25	1.15	1.82	1.96e-18	1.02e-16	Altered group
SOWAHD	Xq24	5.13	3.68	0.99	1.11	1.45	1.98e-18	1.03e-16	Altered group
AK2	1p35.1	10.54	9.95	0.40	0.63	0.59	2.02e-18	1.05e-16	Altered group
EMBP1	1p11.2	4.39	3.01	0.95	0.90	1.38	2.10e-18	1.09e-16	Altered group
CD14	5q31.3	11.44	9.71	1.19	1.30	1.73	2.15e-18	1.11e-16	Altered group
CTTNBP2NL	1p13.2	9.87	9.20	0.46	0.59	0.67	2.17e-18	1.11e-16	Altered group
RPGRIP1	14q11.2	3.98	2.73	0.86	0.74	1.24	2.68e-18	1.38e-16	Altered group
CAPG	2p11.2	10.70	8.96	1.20	1.29	1.74	2.74e-18	1.40e-16	Altered group
PPT1	1p34.2	12.52	12.03	0.33	0.39	0.48	2.78e-18	1.42e-16	Altered group
FPR1	19q13.41	9.56	7.44	1.46	1.52	2.12	2.90e-18	1.48e-16	Altered group
PRR15	7p14.3	4.33	2.95	0.95	1.21	1.37	2.92e-18	1.48e-16	Altered group
LRRC37A6P	10p12.1	7.03	5.42	1.11	1.12	1.61	3.34e-18	1.69e-16	Altered group
CIAO2A	15q22.31	9.35	8.92	0.30	0.42	0.43	3.40e-18	1.72e-16	Altered group
TMEM119	12q23.3	10.36	8.56	1.24	1.50	1.80	3.48e-18	1.75e-16	Altered group
POU2F2	19q13.2	8.02	6.62	0.96	0.81	1.39	3.54e-18	1.78e-16	Altered group
TTF2	1p13.1	7.37	6.49	0.61	0.84	0.88	3.66e-18	1.84e-16	Altered group
SLC2A5	1p36.23	10.69	9.03	1.15	1.34	1.66	3.73e-18	1.86e-16	Altered group
TRIM34	11p15.4	7.40	6.12	0.89	0.86	1.28	3.96e-18	1.98e-16	Altered group
CD69	12p13.31	6.28	4.04	1.55	1.62	2.24	3.98e-18	1.98e-16	Altered group
LPAR6	13q14.2	9.35	8.08	0.88	0.90	1.27	4.03e-18	2.00e-16	Altered group
GCA	2q24.2	9.00	8.18	0.56	0.84	0.82	4.28e-18	2.12e-16	Altered group
TMCO4	1p36.13	7.99	6.90	0.76	1.01	1.10	4.88e-18	2.40e-16	Altered group
SCPEP1	17q22	9.92	8.91	0.70	0.61	1.01	4.93e-18	2.42e-16	Altered group
HLA-DQB1	6p21.32	10.13	7.74	1.67	1.93	2.39	5.26e-18	2.58e-16	Altered group
ASCL2	11p15.5	4.18	2.79	0.97	1.03	1.39	5.62e-18	2.75e-16	Altered group
FCGR1B	1p11.2	9.28	7.66	1.14	1.28	1.63	5.68e-18	2.77e-16	Altered group
LY75	2q24.2	7.78	6.16	1.13	0.94	1.62	5.78e-18	2.81e-16	Altered group
SH3KBP1	Xp22.12	10.38	9.80	0.41	0.50	0.59	5.79e-18	2.81e-16	Altered group
CDCP1	3p21.31	6.90	5.36	1.08	1.18	1.55	6.01e-18	2.91e-16	Altered group
MFSD1	3q25.32	10.56	9.82	0.52	0.40	0.74	6.36e-18	3.07e-16	Altered group
HLA-E	6p22.1	13.08	11.94	0.80	0.70	1.15	6.41e-18	3.09e-16	Altered group
SRGAP2	1q32.1	11.15	10.67	0.34	0.41	0.48	6.64e-18	3.20e-16	Altered group
RNASE3	14q11.2	4.37	2.38	1.40	1.31	2.00	7.21e-18	3.46e-16	Altered group
HPS3	3q24	9.60	8.78	0.57	0.49	0.82	7.74e-18	3.71e-16	Altered group
COL8A2	1p34.3	8.55	6.75	1.26	1.38	1.80	7.81e-18	3.73e-16	Altered group
TLN1	9p13.3	13.04	12.41	0.44	0.49	0.63	7.85e-18	3.74e-16	Altered group
MS4A4A	11q12.2	8.54	6.86	1.17	1.34	1.67	7.86e-18	3.74e-16	Altered group
MGST2	4q31.1	8.45	7.53	0.65	0.68	0.92	8.12e-18	3.85e-16	Altered group
FUCA1	1p36.11	9.04	8.12	0.65	0.65	0.92	8.27e-18	3.91e-16	Altered group
B2M	15q21.1	15.12	14.05	0.76	0.74	1.08	8.41e-18	3.97e-16	Altered group
DENND2D	1p13.3-p13.2	6.60	4.74	1.31	1.28	1.85	8.73e-18	4.10e-16	Altered group
LRRK1	15q26.3	8.52	7.24	0.90	1.04	1.28	8.92e-18	4.18e-16	Altered group
IRAG2	12p12.1	7.73	6.50	0.87	0.94	1.23	9.05e-18	4.23e-16	Altered group
RASSF5	1q32.1	8.37	7.17	0.85	0.96	1.20	9.79e-18	4.57e-16	Altered group
CTBS	1p22.3	8.50	7.35	0.81	0.80	1.15	1.01e-17	4.69e-16	Altered group
LINC02381	12q13.13	7.82	6.54	0.89	1.41	1.28	1.01e-17	4.69e-16	Altered group
RILPL2	12q24.31	8.40	7.70	0.49	0.59	0.70	1.07e-17	4.92e-16	Altered group
CXCR2	2q35	4.74	3.24	1.06	1.25	1.49	1.10e-17	5.06e-16	Altered group
NIBAN1	1q25.3	9.08	7.34	1.24	1.23	1.74	1.12e-17	5.16e-16	Altered group
FGF20	8p22	3.72	2.26	1.03	1.02	1.46	1.14e-17	5.26e-16	Altered group
CLEC17A	19p13.12	5.13	2.47	1.88	1.57	2.66	1.17e-17	5.37e-16	Altered group
THEMIS2	1p35.3	9.37	8.02	0.96	1.06	1.35	1.22e-17	5.59e-16	Altered group
TGFBR2	3p24.1	10.76	9.53	0.87	0.73	1.23	1.25e-17	5.68e-16	Altered group
SELPLG	12q24.11	10.76	9.37	0.98	1.16	1.38	1.32e-17	5.99e-16	Altered group
TMEM109	11q12.2	10.34	9.69	0.46	0.52	0.65	1.32e-17	5.99e-16	Altered group
MR1	1q25.3	7.20	5.94	0.90	0.93	1.26	1.34e-17	6.07e-16	Altered group
CSDE1	1p13.2	13.22	12.80	0.29	0.48	0.42	1.34e-17	6.07e-16	Altered group
SH3TC1	4p16.1	9.30	8.05	0.89	1.12	1.25	1.39e-17	6.27e-16	Altered group
PABPC4	1p34.3	11.18	10.61	0.41	0.44	0.57	1.41e-17	6.33e-16	Altered group
CD163	12p13.31	10.22	7.42	1.99	2.24	2.80	1.46e-17	6.56e-16	Altered group
CD226	18q22.2	4.80	3.09	1.22	1.00	1.71	1.47e-17	6.59e-16	Altered group
SLAMF8	1q23.2	7.50	5.42	1.49	1.35	2.09	1.72e-17	7.66e-16	Altered group
SLC16A3	17q25.3	9.07	7.72	0.96	1.08	1.34	1.73e-17	7.72e-16	Altered group
COTL1	16q24.1	12.21	11.40	0.58	0.71	0.81	1.87e-17	8.28e-16	Altered group
NAT1	8p22	5.29	4.24	0.75	0.88	1.05	1.87e-17	8.28e-16	Altered group
TMEM86A	11p15.1	8.88	8.20	0.48	0.48	0.68	1.88e-17	8.30e-16	Altered group
SIGLEC10	19q13.41	9.87	8.31	1.12	1.09	1.56	1.96e-17	8.62e-16	Altered group
ARHGAP4	Xq28	9.60	8.47	0.81	0.92	1.14	2.02e-17	8.88e-16	Altered group
CHI3L2	1p13.2	10.00	7.51	1.77	2.41	2.49	2.04e-17	8.94e-16	Altered group
ARRB2	17p13.2	10.96	10.40	0.40	0.45	0.56	2.07e-17	9.05e-16	Altered group
SLCO2B1	11q13.4	12.37	11.29	0.77	0.70	1.08	2.13e-17	9.31e-16	Altered group
RHBDF2	17q25.1	10.28	8.71	1.13	1.08	1.57	2.16e-17	9.42e-16	Altered group
HPGDS	4q22.3	7.59	6.08	1.08	1.29	1.51	2.26e-17	9.84e-16	Altered group
RAB11FIP1	8p11.23	6.67	5.48	0.86	0.94	1.20	2.29e-17	9.96e-16	Altered group
KCTD12	13q22.3	12.43	11.30	0.81	0.89	1.13	2.39e-17	1.04e-15	Altered group
CEACAM21	19q13.2	5.55	4.05	1.08	1.10	1.50	2.46e-17	1.06e-15	Altered group
PSD4	2q14.1	8.47	7.22	0.89	0.94	1.24	2.48e-17	1.07e-15	Altered group
LILRB3	19q13.42	5.63	3.72	1.38	1.39	1.91	2.63e-17	1.13e-15	Altered group
DENND3	8q24.3	10.27	9.02	0.90	0.79	1.25	2.67e-17	1.15e-15	Altered group
GNG5	1p22.3	10.23	9.34	0.63	0.98	0.89	2.91e-17	1.25e-15	Altered group
IFNGR2	21q22.11	10.36	9.67	0.50	0.51	0.69	2.92e-17	1.25e-15	Altered group
PYGL	14q22.1	9.74	8.38	0.98	1.07	1.36	2.94e-17	1.26e-15	Altered group
FES	15q26.1	8.05	7.02	0.74	0.83	1.03	3.37e-17	1.43e-15	Altered group
ST14	11q24.3	7.92	6.00	1.39	1.55	1.92	3.46e-17	1.46e-15	Altered group
GDAP2	1p12	7.78	7.35	0.30	0.53	0.43	3.57e-17	1.51e-15	Altered group
GLIPR1	12q21.2	9.44	8.20	0.90	0.89	1.24	3.60e-17	1.51e-15	Altered group
C5AR1	19q13.32	8.20	6.57	1.18	1.39	1.64	3.66e-17	1.53e-15	Altered group
TRPV2	17p11.2	7.72	6.69	0.75	0.80	1.03	3.81e-17	1.59e-15	Altered group
LYZ	12q15	8.87	6.48	1.74	1.75	2.39	3.97e-17	1.66e-15	Altered group
BTN2A2	6p22.2	8.46	7.45	0.73	0.78	1.00	4.11e-17	1.71e-15	Altered group
CAPZA1	1p13.2	10.71	10.03	0.49	0.49	0.68	4.30e-17	1.79e-15	Altered group
OTULINL	5p15.2	9.07	8.09	0.72	0.59	0.98	4.34e-17	1.80e-15	Altered group
LYL1	19p13.13	7.83	6.62	0.89	1.03	1.22	4.40e-17	1.82e-15	Altered group
GLIS3	9p24.2	9.95	8.69	0.90	1.33	1.25	4.45e-17	1.84e-15	Altered group
TMEM176B	7q36.1	10.38	8.86	1.10	1.31	1.52	4.45e-17	1.84e-15	Altered group
CYFIP1	15q11.2	12.30	11.35	0.69	0.67	0.94	4.51e-17	1.86e-15	Altered group
NFATC2	20q13.2	6.42	4.53	1.38	1.50	1.89	4.98e-17	2.05e-15	Altered group
RHOG	11p15.4	10.55	9.82	0.54	0.63	0.74	5.22e-17	2.13e-15	Altered group
SH3GLB1	1p22.3	11.61	11.04	0.41	0.54	0.57	5.27e-17	2.15e-15	Altered group
SIGLEC5	19q13.41	6.42	4.75	1.23	1.09	1.68	5.38e-17	2.19e-15	Altered group
BATF	14q24.3	4.61	2.71	1.39	1.33	1.90	5.70e-17	2.31e-15	Altered group
UBA7	3p21.31	9.74	8.77	0.71	0.86	0.97	5.82e-17	2.36e-15	Altered group
BMP2K	4q21.21	9.40	8.41	0.72	0.82	0.99	5.85e-17	2.37e-15	Altered group
KLHL6	3q27.1	8.00	6.42	1.17	1.17	1.59	6.01e-17	2.43e-15	Altered group
TSPO	22q13.2	9.98	8.98	0.72	1.13	1.00	6.08e-17	2.45e-15	Altered group
SAMD9L	7q21.2	9.71	8.17	1.14	1.12	1.55	6.18e-17	2.49e-15	Altered group
PTBP3	9q32	9.60	9.00	0.45	0.53	0.61	6.44e-17	2.58e-15	Altered group
MSN	Xq12	12.58	11.11	1.08	1.08	1.47	6.50e-17	2.60e-15	Altered group
MPEG1	11q12.1	9.09	7.82	0.93	1.13	1.27	6.57e-17	2.62e-15	Altered group
MYCBP	1p34.3	7.86	7.07	0.58	0.71	0.79	6.77e-17	2.70e-15	Altered group
FPR3	19q13.41	7.42	5.32	1.54	1.83	2.10	6.86e-17	2.72e-15	Altered group
IRAK4	12q12	8.56	8.05	0.37	0.52	0.51	7.13e-17	2.82e-15	Altered group
GPBP1L1	1p34.1	10.56	10.08	0.35	0.52	0.48	7.20e-17	2.85e-15	Altered group
TNFRSF1A	12p13.31	10.87	9.87	0.73	0.98	1.00	7.48e-17	2.95e-15	Altered group
CYP2S1	19q13.2	5.53	4.30	0.90	0.97	1.22	7.61e-17	2.99e-15	Altered group
VASP	19q13.32	9.58	8.83	0.55	0.65	0.75	7.74e-17	3.03e-15	Altered group
GLRX	5q15	8.90	8.00	0.66	0.72	0.90	7.77e-17	3.03e-15	Altered group
TBC1D2B	15q24.3-q25.1	10.24	9.56	0.50	0.51	0.68	7.78e-17	3.03e-15	Altered group
IQGAP1	15q26.1	11.18	10.08	0.81	0.92	1.10	8.12e-17	3.16e-15	Altered group
LITAF	16p13.13	11.18	10.27	0.66	0.97	0.91	8.52e-17	3.29e-15	Altered group
MGAT4A	2q11.2	10.32	9.58	0.55	0.40	0.74	8.53e-17	3.29e-15	Altered group
IFI16	1q23.1	11.23	10.19	0.77	0.80	1.04	8.68e-17	3.35e-15	Altered group
ATG4C	1p31.3	8.48	7.83	0.48	0.61	0.65	8.72e-17	3.35e-15	Altered group
RGS18	1q31.2	6.89	5.21	1.25	1.06	1.69	8.74e-17	3.35e-15	Altered group
LILRB2	19q13.4	6.30	4.70	1.18	1.26	1.60	8.85e-17	3.38e-15	Altered group
LTBR	12p13.31	8.70	7.56	0.84	0.81	1.14	9.58e-17	3.66e-15	Altered group
P2RY13	3q25.1	9.08	7.64	1.07	1.21	1.44	9.70e-17	3.70e-15	Altered group
ATL3	11q13.1	8.09	7.17	0.68	0.94	0.92	1.03e-16	3.91e-15	Altered group
ZC3H12D	6q25.1	4.36	2.96	1.04	0.83	1.40	1.08e-16	4.12e-15	Altered group
KLHDC7B	22q13.33	4.47	2.60	1.39	1.18	1.87	1.10e-16	4.15e-15	Altered group
LINC00324	17p13.1	5.18	4.47	0.52	0.62	0.71	1.14e-16	4.32e-15	Altered group
CPED1	7q31.31	7.32	5.74	1.17	1.24	1.58	1.17e-16	4.43e-15	Altered group
HSD17B11	4q22.1	9.71	9.18	0.39	0.45	0.53	1.25e-16	4.69e-15	Altered group
CRLF3	17q11.2	7.98	7.40	0.43	0.40	0.58	1.28e-16	4.81e-15	Altered group
MCUB	4q25	7.42	5.86	1.16	1.30	1.55	1.28e-16	4.81e-15	Altered group
DTX3L	3q21.1	10.13	9.10	0.77	0.76	1.04	1.30e-16	4.86e-15	Altered group
SAMD9	7q21.2	8.91	7.48	1.06	1.00	1.43	1.36e-16	5.08e-15	Altered group
SELENOF	1p22.3	11.28	10.76	0.39	0.50	0.52	1.36e-16	5.08e-15	Altered group
TXNDC12	1p32.3	10.46	10.02	0.32	0.53	0.44	1.38e-16	5.16e-15	Altered group
CNN3	1p21.3	13.37	12.63	0.54	0.82	0.74	1.43e-16	5.31e-15	Altered group
ADCY7	16q12.1	10.16	9.41	0.56	0.61	0.75	1.48e-16	5.49e-15	Altered group
FFAR4	10q23.33	4.05	2.64	1.06	1.13	1.41	1.49e-16	5.52e-15	Altered group
LIPC	15q21.3	4.35	2.99	1.02	1.21	1.36	1.50e-16	5.54e-15	Altered group
RAB38	11q14.2	3.91	2.52	1.04	1.03	1.39	1.51e-16	5.57e-15	Altered group
SLC4A2	7q36.1	11.06	10.55	0.36	0.71	0.51	1.51e-16	5.57e-15	Altered group
LRCH1	13q14.13-q14.2	8.61	7.95	0.49	0.50	0.66	1.56e-16	5.76e-15	Altered group
SEC22B	1p12	10.11	9.66	0.34	0.43	0.46	1.60e-16	5.89e-15	Altered group
SFT2D2	1q24.2	5.65	4.71	0.70	0.93	0.94	1.63e-16	5.95e-15	Altered group
P2RY8	Xp22.33 and Yp11.3	5.92	4.04	1.41	1.45	1.88	1.67e-16	6.09e-15	Altered group
PLSCR1	3q24	9.42	8.05	1.02	0.99	1.37	1.73e-16	6.30e-15	Altered group
CLEC4A	12p13.31	5.92	4.84	0.81	0.72	1.08	1.81e-16	6.57e-15	Altered group
GFAP	17q21.31	19.20	17.96	0.89	1.66	1.24	1.87e-16	6.79e-15	Altered group
ASGR2	17p13.1	3.85	2.31	1.15	1.10	1.53	1.91e-16	6.93e-15	Altered group
SERPINF2	17p13.3	6.07	5.03	0.77	0.97	1.04	1.95e-16	7.05e-15	Altered group
SYNGR2	17q25.3	10.57	9.52	0.79	0.86	1.05	1.95e-16	7.05e-15	Altered group
CISH	3p21.2	6.02	4.54	1.11	1.13	1.48	2.01e-16	7.24e-15	Altered group
SHKBP1	19q13.2	9.43	8.68	0.56	0.74	0.75	2.01e-16	7.24e-15	Altered group
SLC29A3	10q22.1	8.32	7.70	0.47	0.53	0.62	2.07e-16	7.44e-15	Altered group
DSE	6q22.1	9.17	8.24	0.70	0.57	0.93	2.08e-16	7.47e-15	Altered group
BCL2A1	15q25.1	6.20	4.07	1.61	1.61	2.13	2.15e-16	7.68e-15	Altered group
GNA15	19p13.3	7.48	6.30	0.88	1.02	1.17	2.15e-16	7.69e-15	Altered group
SPNS3	17p13.2	5.59	4.13	1.09	1.34	1.46	2.18e-16	7.77e-15	Altered group
STING1	5q31.2	8.53	7.47	0.80	0.80	1.06	2.20e-16	7.81e-15	Altered group
GLMP	1q22	9.14	8.27	0.66	0.81	0.88	2.20e-16	7.81e-15	Altered group
CLIC4	1p36.11	13.02	12.27	0.56	0.72	0.75	2.23e-16	7.93e-15	Altered group
CASP6	4q25	6.80	5.97	0.62	0.79	0.83	2.41e-16	8.53e-15	Altered group
