Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
SERPING1	11q12.1	13.42	12.41	0.49	0.91	1.01	8.41e-15	6.14e-13	Altered group
LCK	1p35.2	9.54	7.82	0.81	1.15	1.72	8.56e-15	6.22e-13	Altered group
NXPE3	3q12.3	9.34	8.39	0.46	0.83	0.95	8.63e-15	6.25e-13	Altered group
CD6	11q12.2	9.35	7.76	0.76	1.16	1.59	8.67e-15	6.25e-13	Altered group
CPVL	7p14.3	10.53	8.98	0.75	1.29	1.55	8.85e-15	6.36e-13	Altered group
CST7	20p11.21	8.65	7.27	0.67	1.24	1.38	9.27e-15	6.64e-13	Altered group
PTGDR	14q22.1	4.93	3.34	0.75	1.12	1.58	9.40e-15	6.71e-13	Altered group
CD40	20q13.12	10.19	9.08	0.54	1.11	1.11	9.52e-15	6.77e-13	Altered group
HLA-DMB	6p21.32	12.43	10.85	0.76	1.19	1.58	9.94e-15	7.04e-13	Altered group
UBASH3A	21q22.3	6.89	5.00	0.90	1.28	1.89	1.00e-14	7.06e-13	Altered group
SIGLEC7	19q13.41	7.49	5.88	0.77	1.17	1.61	1.06e-14	7.43e-13	Altered group
NCF1C	7q11.23	7.56	5.51	0.97	1.35	2.06	1.07e-14	7.53e-13	Altered group
ICOS	2q33.2	6.98	5.32	0.80	1.30	1.66	1.13e-14	7.91e-13	Altered group
GPR141	7p14.1	4.88	3.22	0.80	1.18	1.67	1.14e-14	7.96e-13	Altered group
GPR55	2q37.1	5.23	3.68	0.74	1.11	1.55	1.24e-14	8.59e-13	Altered group
SH2D1A	Xq25	7.85	5.87	0.94	1.35	1.98	1.25e-14	8.66e-13	Altered group
CD3G	11q23.3	7.17	5.32	0.89	1.37	1.84	1.27e-14	8.73e-13	Altered group
BCL11B	14q32.2	8.12	6.62	0.73	1.31	1.50	1.36e-14	9.35e-13	Altered group
KLRB1	12p13.31	7.76	6.02	0.84	1.35	1.74	1.43e-14	9.75e-13	Altered group
CD300LF	17q25.1	8.68	6.91	0.85	1.25	1.77	1.52e-14	1.03e-12	Altered group
GPR82	Xp11.4	5.16	3.57	0.77	1.21	1.60	1.52e-14	1.03e-12	Altered group
CCR2	3p21.31	8.35	6.65	0.83	1.31	1.71	1.56e-14	1.06e-12	Altered group
PIK3CD	1p36.22	10.16	9.09	0.52	0.87	1.08	1.56e-14	1.06e-12	Altered group
TIFAB	5q31.1	5.61	3.45	1.03	1.43	2.16	1.57e-14	1.06e-12	Altered group
APH1B	15q22.2	8.78	8.17	0.30	0.80	0.61	1.71e-14	1.15e-12	Altered group
CD200R1	3q13.2	6.52	4.72	0.87	1.19	1.80	1.75e-14	1.17e-12	Altered group
CSF1R	5q32	11.79	10.30	0.72	1.13	1.48	1.85e-14	1.23e-12	Altered group
TBC1D2B	15q24.3-q25.1	11.01	10.28	0.36	0.61	0.73	1.98e-14	1.31e-12	Altered group
DOK2	8p21.3	9.54	7.98	0.76	1.12	1.56	1.99e-14	1.31e-12	Altered group
CD226	18q22.2	6.37	4.76	0.78	1.17	1.61	2.01e-14	1.33e-12	Altered group
ZNF804A	2q32.1	4.76	3.33	0.70	1.17	1.43	2.06e-14	1.35e-12	Altered group
IQGAP2	5q13.3	9.81	8.29	0.75	1.23	1.52	2.06e-14	1.35e-12	Altered group
THEMIS	6q22.33	7.28	5.29	0.96	1.36	1.99	2.07e-14	1.35e-12	Altered group
MS4A7	11q12.2	10.42	8.85	0.76	1.13	1.57	2.13e-14	1.39e-12	Altered group
CD40LG	Xq26.3	6.42	4.59	0.90	1.42	1.84	2.18e-14	1.41e-12	Altered group
TMEM229B	14q23.3-q24.1	7.82	6.62	0.59	0.96	1.20	2.20e-14	1.43e-12	Altered group
SLFN12L	17q12	5.64	4.12	0.74	1.11	1.52	2.24e-14	1.45e-12	Altered group
APOL3	22q12.3	10.47	9.17	0.64	1.03	1.30	2.34e-14	1.50e-12	Altered group
APOBEC3G	22q13.1	9.63	8.26	0.68	1.13	1.38	2.47e-14	1.58e-12	Altered group
PDE4B	1p31.3	9.72	8.45	0.63	1.00	1.28	2.54e-14	1.62e-12	Altered group
CD244	1q23.3	6.44	4.75	0.83	1.17	1.69	2.63e-14	1.67e-12	Altered group
CD44	11p13	13.38	12.47	0.46	1.01	0.91	2.81e-14	1.78e-12	Altered group
AP1S2	Xp22.2	9.28	8.13	0.57	0.88	1.15	2.83e-14	1.79e-12	Altered group
RTN1	14q23.1	8.25	6.49	0.87	1.36	1.76	2.94e-14	1.85e-12	Altered group
GM2A	5q33.1	12.37	11.21	0.56	0.69	1.16	3.02e-14	1.90e-12	Altered group
SIRPG	20p13	7.33	5.61	0.85	1.36	1.72	3.14e-14	1.97e-12	Altered group
GZMK	5q11.2	8.67	6.47	1.08	1.53	2.20	3.15e-14	1.97e-12	Altered group
TMEM150B	19q13.42	6.45	4.57	0.93	1.43	1.88	3.20e-14	1.99e-12	Altered group
SIGLEC9	19q13.3-q13.4	7.55	6.07	0.74	1.20	1.49	3.58e-14	2.22e-12	Altered group
PXK	3p14.3	8.02	7.31	0.36	0.70	0.71	3.63e-14	2.24e-12	Altered group
TNFAIP8L2	1q21.3	8.22	6.69	0.75	1.07	1.53	3.72e-14	2.29e-12	Altered group
NCF4	22q12.3	9.50	8.23	0.63	1.04	1.27	3.97e-14	2.44e-12	Altered group
LINC00426	13q12.3	5.17	3.77	0.70	1.07	1.40	4.47e-14	2.74e-12	Altered group
CEACAM21	19q13.2	6.36	4.79	0.79	1.30	1.57	4.66e-14	2.85e-12	Altered group
SLA2	20q11.23	7.56	6.03	0.76	1.09	1.53	5.29e-14	3.22e-12	Altered group
CEP120	5q23.2	9.12	8.66	0.24	0.54	0.46	5.64e-14	3.42e-12	Altered group
RUBCNL	13q14.13	7.49	6.04	0.73	1.12	1.46	5.64e-14	3.42e-12	Altered group
CCR1	3p21.31	9.71	8.29	0.72	1.10	1.42	5.86e-14	3.54e-12	Altered group
HLA-DOB	6p21.32	8.58	7.04	0.78	1.39	1.54	5.98e-14	3.60e-12	Altered group
BCL2	18q21.33	8.96	7.78	0.60	1.17	1.18	6.02e-14	3.61e-12	Altered group
NOD2	16q12.1	7.90	6.89	0.52	0.93	1.02	6.24e-14	3.73e-12	Altered group
BTLA	3q13.2	6.34	4.49	0.93	1.30	1.85	6.69e-14	3.99e-12	Altered group
SEPTIN6	Xq24	10.62	9.72	0.46	0.70	0.90	6.88e-14	4.09e-12	Altered group
ARHGAP31	3q13.32-q13.33	10.25	9.18	0.55	1.04	1.07	7.02e-14	4.16e-12	Altered group
CCND2	12p13.32	10.33	9.30	0.53	1.04	1.04	7.42e-14	4.39e-12	Altered group
IL21R	16p12.1	8.69	6.96	0.88	1.23	1.74	7.73e-14	4.55e-12	Altered group
FMNL1	17q21.31	10.82	9.77	0.54	0.90	1.05	8.02e-14	4.72e-12	Altered group
EPS15	1p32.3	10.90	10.51	0.20	0.35	0.39	8.95e-14	5.25e-12	Altered group
MITF	3p13	8.88	7.90	0.51	0.93	0.98	9.52e-14	5.56e-12	Altered group
PDCD1LG2	9p24.1	8.08	6.34	0.89	1.28	1.74	9.56e-14	5.57e-12	Altered group
HLA-E	6p22.1	14.23	13.33	0.46	0.77	0.90	9.59e-14	5.57e-12	Altered group
DAPP1	4q23	9.11	8.12	0.52	1.18	1.00	9.63e-14	5.57e-12	Altered group
TMEM140	7q33	9.83	9.05	0.40	0.57	0.78	1.05e-13	6.04e-12	Altered group
SEPTIN1	16p11.2	8.95	7.37	0.80	1.14	1.58	1.06e-13	6.13e-12	Altered group
ABCG1	21q22.3	10.36	9.38	0.51	0.98	0.98	1.10e-13	6.29e-12	Altered group
SIGLEC10	19q13.41	9.29	7.54	0.90	1.28	1.75	1.24e-13	7.09e-12	Altered group
MAF	16q23.2	10.43	9.43	0.52	0.82	1.00	1.24e-13	7.10e-12	Altered group
GPR137B	1q42.3	9.31	8.51	0.42	0.82	0.80	1.33e-13	7.55e-12	Altered group
LILRB2	19q13.4	8.99	7.47	0.78	1.17	1.52	1.33e-13	7.55e-12	Altered group
PILRA	7q22.1	9.02	7.44	0.81	1.08	1.57	1.42e-13	8.03e-12	Altered group
SIRPB2	20p13	7.87	6.28	0.82	1.18	1.59	1.43e-13	8.06e-12	Altered group
DDO	6q21	6.18	4.93	0.66	1.39	1.26	1.44e-13	8.10e-12	Altered group
LAX1	1q32.1	8.24	6.17	1.07	1.48	2.07	1.54e-13	8.62e-12	Altered group
FERMT3	11q13.1	10.75	9.24	0.77	0.99	1.51	1.56e-13	8.71e-12	Altered group
MS4A6A	11q12.2	11.12	9.53	0.82	1.16	1.59	1.61e-13	8.97e-12	Altered group
CEP85L	6q22.31	5.84	4.79	0.55	0.95	1.05	1.82e-13	1.01e-11	Altered group
CD3D	11q23.3	8.73	7.09	0.86	1.28	1.64	1.85e-13	1.03e-11	Altered group
ENTPD1	10q24.1	10.90	10.08	0.43	0.60	0.82	1.95e-13	1.08e-11	Altered group
CD52	1p36.11	10.91	9.17	0.90	1.21	1.74	1.96e-13	1.08e-11	Altered group
TIGIT	3q13.31	8.06	6.47	0.83	1.31	1.59	1.99e-13	1.09e-11	Altered group
DAB2	5p13.1	11.30	10.16	0.60	0.90	1.14	2.02e-13	1.11e-11	Altered group
CPPED1	16p13.12	9.38	8.75	0.33	0.86	0.63	2.04e-13	1.11e-11	Altered group
TRPV2	17p11.2	10.06	8.65	0.73	0.91	1.41	2.12e-13	1.16e-11	Altered group
GLIPR2	9p13.3	10.36	9.14	0.64	1.00	1.22	2.13e-13	1.16e-11	Altered group
BMP2K	4q21.21	8.92	8.03	0.47	0.74	0.89	2.14e-13	1.16e-11	Altered group
GPR18	13q32.3	5.89	3.91	1.02	1.16	1.97	2.39e-13	1.29e-11	Altered group
LTA	6p21.33	5.77	4.02	0.91	1.22	1.75	2.39e-13	1.29e-11	Altered group
MCTP1	5q15	7.95	6.78	0.63	1.27	1.18	2.40e-13	1.29e-11	Altered group
CD48	1q23.3	10.20	8.26	1.01	1.23	1.94	2.56e-13	1.38e-11	Altered group
CREBL2	12p13.1	11.00	10.46	0.29	0.55	0.54	2.60e-13	1.39e-11	Altered group
CIITA	16p13.13	10.33	8.92	0.75	1.29	1.41	2.61e-13	1.39e-11	Altered group
GPR34	Xp11.4	8.49	6.86	0.85	1.25	1.62	2.69e-13	1.43e-11	Altered group
PPP2R2B	5q32	5.62	4.10	0.80	1.26	1.52	2.71e-13	1.44e-11	Altered group
FCGR1A	1q21.2	8.71	7.04	0.88	1.27	1.67	2.79e-13	1.48e-11	Altered group
NRROS	3q29	8.63	7.26	0.72	0.90	1.38	2.90e-13	1.53e-11	Altered group
MS4A4A	11q12.2	9.93	8.30	0.86	1.19	1.63	2.92e-13	1.54e-11	Altered group
PIK3IP1	22q12.2	10.77	9.90	0.46	0.82	0.87	3.13e-13	1.65e-11	Altered group
TBX21	17q21.32	6.45	4.82	0.87	1.43	1.64	3.35e-13	1.76e-11	Altered group
SLC15A3	11q12.2	10.87	9.56	0.69	0.99	1.30	3.38e-13	1.77e-11	Altered group
CLEC10A	17p13.1	8.70	6.71	1.05	1.50	1.99	3.49e-13	1.82e-11	Altered group
ATP8B4	15q21.2	7.33	6.02	0.69	1.00	1.31	3.52e-13	1.83e-11	Altered group
DNAJC5B	8q13.1	6.69	4.77	1.01	1.40	1.92	3.57e-13	1.85e-11	Altered group
DOCK4	7q31.1	9.66	8.85	0.43	0.83	0.81	3.72e-13	1.93e-11	Altered group
SLC31A2	9q32	9.81	8.55	0.66	0.84	1.26	3.82e-13	1.97e-11	Altered group
CD80	3q13.33	6.72	5.25	0.78	1.22	1.47	3.89e-13	2.00e-11	Altered group
GNB4	3q26.33	10.54	9.64	0.48	0.88	0.90	3.90e-13	2.00e-11	Altered group
CD33	19q13.41	7.97	6.40	0.84	1.20	1.57	3.94e-13	2.02e-11	Altered group
PARP11	12p13.32	8.06	7.34	0.39	0.83	0.72	4.12e-13	2.11e-11	Altered group
ATP6V1B2	8p21.3	11.88	11.13	0.40	0.52	0.75	4.21e-13	2.15e-11	Altered group
BTN3A3	6p22.2	10.14	9.24	0.48	0.82	0.90	4.51e-13	2.29e-11	Altered group
RASAL3	19p13.12	9.19	7.73	0.78	1.09	1.46	4.87e-13	2.47e-11	Altered group
TPK1	7q35	7.20	6.16	0.56	1.01	1.04	4.90e-13	2.48e-11	Altered group
MAFB	20q12	10.78	9.56	0.65	0.97	1.21	4.92e-13	2.48e-11	Altered group
IL18R1	2q12.1	7.12	6.07	0.58	1.15	1.06	4.97e-13	2.50e-11	Altered group
ZBP1	20q13.31	7.62	5.95	0.90	1.40	1.67	5.09e-13	2.55e-11	Altered group
CAMK4	5q22.1	5.37	3.74	0.87	1.18	1.62	5.31e-13	2.66e-11	Altered group
PDE6G	17q25.3	5.96	4.33	0.87	1.19	1.63	5.50e-13	2.75e-11	Altered group
CD68	17p13.1	13.30	11.97	0.72	0.96	1.33	5.74e-13	2.86e-11	Altered group
METTL7A	12q13.12	11.15	10.12	0.56	1.09	1.03	5.94e-13	2.95e-11	Altered group
MFSD1	3q25.32	11.27	10.58	0.37	0.52	0.69	6.11e-13	3.03e-11	Altered group
DPEP2	16q22.1	7.65	6.00	0.89	1.18	1.66	6.17e-13	3.05e-11	Altered group
LSP1	11p15.5	11.58	10.27	0.71	1.01	1.31	6.18e-13	3.05e-11	Altered group
RCBTB2	13q14.2	8.61	7.73	0.48	0.73	0.89	6.34e-13	3.12e-11	Altered group
IL2RB	22q12.3	10.17	8.61	0.84	1.15	1.56	6.37e-13	3.13e-11	Altered group
PARP15	3q21.1	6.93	5.45	0.81	1.47	1.47	6.78e-13	3.32e-11	Altered group
CD27	12p13.31	9.54	7.67	1.01	1.37	1.88	6.84e-13	3.34e-11	Altered group
PIK3R6	17p13.1	7.11	5.68	0.78	1.15	1.43	7.09e-13	3.46e-11	Altered group
SMAP2	1p34.2	11.29	10.42	0.47	0.59	0.87	7.71e-13	3.75e-11	Altered group
SLC25A53	Xq22.2	4.89	3.60	0.70	0.99	1.30	7.96e-13	3.86e-11	Altered group
TMEM86A	11p15.1	8.64	7.66	0.54	0.81	0.98	8.07e-13	3.90e-11	Altered group
LRCH1	13q14.13-q14.2	9.30	8.57	0.40	0.64	0.73	8.34e-13	4.03e-11	Altered group
RESF1	12p11.21	10.76	9.88	0.48	0.73	0.88	8.66e-13	4.17e-11	Altered group
BTN2A2	6p22.2	9.43	8.66	0.42	0.70	0.77	8.79e-13	4.22e-11	Altered group
CSGALNACT2	10q11.21	9.90	9.38	0.28	0.55	0.51	8.93e-13	4.28e-11	Altered group
CLECL1	12p13.31	5.29	3.55	0.95	1.24	1.74	8.98e-13	4.29e-11	Altered group
IKZF3	17q12-q21.1	7.05	5.29	0.96	1.38	1.76	9.09e-13	4.34e-11	Altered group
ARHGAP18	6q22.33	10.60	9.76	0.46	0.74	0.84	9.14e-13	4.35e-11	Altered group
GCSAM	3q13.2	6.18	4.96	0.67	0.93	1.22	9.37e-13	4.44e-11	Altered group
CD300A	17q25.1	9.20	8.00	0.66	1.00	1.20	9.38e-13	4.44e-11	Altered group
MYO5A	15q21.2	10.15	9.31	0.46	0.79	0.84	9.48e-13	4.48e-11	Altered group
ENPP6	4q35.1	3.73	2.37	0.74	1.14	1.35	9.70e-13	4.56e-11	Altered group
PRKACB	1p31.1	10.31	9.52	0.44	0.93	0.79	9.70e-13	4.56e-11	Altered group
CCL5	17q12	11.27	9.50	0.97	1.34	1.78	1.03e-12	4.84e-11	Altered group
SLAMF7	1q23.3	11.22	9.26	1.07	1.39	1.95	1.04e-12	4.85e-11	Altered group
GPNMB	7p15.3	13.68	12.04	0.90	1.24	1.64	1.05e-12	4.89e-11	Altered group
NUGGC	8p21.1	6.64	4.47	1.18	1.49	2.17	1.05e-12	4.89e-11	Altered group
TBC1D10C	11q13.2	8.85	7.18	0.91	1.21	1.66	1.07e-12	4.95e-11	Altered group
TLR10	4p14	7.39	5.35	1.13	1.56	2.05	1.12e-12	5.19e-11	Altered group
CCR8	3p22.1	4.95	3.55	0.78	1.23	1.40	1.29e-12	5.96e-11	Altered group
GZMA	5q11.2	9.00	7.13	1.03	1.42	1.86	1.29e-12	5.96e-11	Altered group
ANXA6	5q33.1	11.87	11.02	0.47	0.72	0.85	1.33e-12	6.09e-11	Altered group
CD69	12p13.31	8.88	7.20	0.93	1.36	1.68	1.33e-12	6.09e-11	Altered group
JAZF1	7p15.2-p15.1	8.76	7.91	0.47	0.76	0.84	1.33e-12	6.11e-11	Altered group
SFMBT2	10p14	7.16	5.77	0.78	1.30	1.39	1.34e-12	6.11e-11	Altered group
KLRG1	12p13.31	5.97	4.48	0.82	0.99	1.49	1.39e-12	6.34e-11	Altered group
CHST11	12q23.3	8.92	7.96	0.54	1.01	0.96	1.43e-12	6.50e-11	Altered group
ACAP1	17p13.1	9.27	7.68	0.88	1.24	1.59	1.47e-12	6.69e-11	Altered group
FCER1G	1q23.3	10.91	9.48	0.79	1.05	1.42	1.49e-12	6.76e-11	Altered group
COTL1	16q24.1	12.50	11.46	0.58	0.92	1.04	1.53e-12	6.91e-11	Altered group
AIF1	6p21.33	10.33	8.93	0.78	1.06	1.40	1.54e-12	6.94e-11	Altered group
AGAP2	12q14.1	8.14	6.77	0.76	1.05	1.37	1.56e-12	7.02e-11	Altered group
KIAA0040	1q25.1	10.43	9.87	0.32	0.67	0.56	1.63e-12	7.34e-11	Altered group
PSAP	10q22.1	15.93	15.21	0.40	0.55	0.72	1.78e-12	7.96e-11	Altered group
PPM1M	3p21.2	9.86	8.98	0.49	0.65	0.88	1.90e-12	8.48e-11	Altered group
DPF3	14q24.2	4.49	3.12	0.77	1.13	1.37	1.97e-12	8.77e-11	Altered group
FAR2	12p11.22	6.97	5.89	0.61	1.33	1.07	1.97e-12	8.77e-11	Altered group
TIAM1	21q22.11	8.62	7.59	0.59	1.20	1.03	1.98e-12	8.77e-11	Altered group
LY75	2q24.2	10.31	9.10	0.68	1.17	1.21	2.22e-12	9.83e-11	Altered group
RHOH	4p14	8.75	7.34	0.79	1.13	1.41	2.23e-12	9.84e-11	Altered group
SEMA4D	9q22.2	10.70	9.87	0.47	0.64	0.83	2.23e-12	9.84e-11	Altered group
NCR3	6p21.33	5.65	3.65	1.12	1.32	2.00	2.45e-12	1.08e-10	Altered group
APOBEC3H	22q13.1	5.20	3.83	0.78	1.38	1.37	2.64e-12	1.16e-10	Altered group
MPP1	Xq28	9.85	8.71	0.64	0.91	1.13	2.64e-12	1.16e-10	Altered group
CREBRF	5q35.1	8.86	8.17	0.39	0.75	0.69	2.85e-12	1.25e-10	Altered group
P2RY14	3q25.1	7.13	5.81	0.75	1.05	1.31	2.88e-12	1.25e-10	Altered group
TBC1D4	13q22.2	9.62	8.85	0.44	0.76	0.76	2.90e-12	1.26e-10	Altered group
ARL11	13q14.2	7.50	6.37	0.65	1.07	1.13	2.97e-12	1.29e-10	Altered group
FCRL6	1q23.2	6.22	4.47	0.99	1.37	1.75	2.99e-12	1.29e-10	Altered group
IL18BP	11q13.4	9.86	8.79	0.61	0.81	1.07	3.00e-12	1.29e-10	Altered group
MCOLN2	1p22.3	7.53	6.06	0.84	1.21	1.47	3.06e-12	1.32e-10	Altered group
MAN1C1	1p36.11	8.62	7.60	0.58	1.08	1.01	3.17e-12	1.36e-10	Altered group
CLEC4A	12p13.31	7.86	6.28	0.90	1.16	1.58	3.23e-12	1.38e-10	Altered group
FCGR2C	1q23.3	8.21	6.75	0.83	1.21	1.46	3.24e-12	1.38e-10	Altered group
RASA3	13q34	9.53	8.53	0.57	0.92	1.00	3.27e-12	1.39e-10	Altered group
PPP1R18	6p21.33	11.40	10.56	0.49	0.83	0.85	3.34e-12	1.42e-10	Altered group
RIPOR2	6p22.3	8.96	7.68	0.74	1.34	1.28	3.41e-12	1.45e-10	Altered group
FGR	1p35.3	9.90	8.31	0.90	1.04	1.59	3.43e-12	1.45e-10	Altered group
NPL	1q25.3	9.73	8.34	0.79	0.99	1.38	3.48e-12	1.47e-10	Altered group
ID2	2p25.1	10.39	9.54	0.49	0.94	0.85	3.52e-12	1.49e-10	Altered group
LPAR6	13q14.2	9.40	8.37	0.59	0.81	1.03	3.56e-12	1.50e-10	Altered group
TBC1D9	4q31.21	10.37	9.74	0.36	0.65	0.63	3.63e-12	1.52e-10	Altered group
LILRA1	19q13.42	4.44	2.95	0.85	1.15	1.49	3.83e-12	1.61e-10	Altered group
SLC16A6	17q24.2	6.15	4.91	0.72	1.17	1.25	3.85e-12	1.61e-10	Altered group
AKAP7	6q23.2	7.17	6.42	0.44	0.87	0.75	3.89e-12	1.63e-10	Altered group
SNX2	5q23.2	10.82	10.33	0.28	0.46	0.49	3.98e-12	1.66e-10	Altered group
CXCR6	3p21.31	8.69	6.96	0.99	1.18	1.73	4.02e-12	1.67e-10	Altered group
KLRK1	12p13.2	7.82	6.02	1.03	1.40	1.80	4.02e-12	1.67e-10	Altered group
MEFV	16p13.3	5.42	4.03	0.80	1.15	1.38	4.27e-12	1.77e-10	Altered group
SGTB	5q12.3	8.43	7.74	0.40	0.63	0.68	4.28e-12	1.77e-10	Altered group
RAB37	17q25.1	8.21	6.82	0.81	1.44	1.39	4.30e-12	1.78e-10	Altered group
HCST	19q13.12	8.88	7.38	0.86	1.01	1.50	4.48e-12	1.85e-10	Altered group
STAP1	4q13.2	6.13	4.03	1.20	1.48	2.10	4.51e-12	1.85e-10	Altered group
HIVEP3	1p34.2	8.48	7.60	0.51	0.91	0.88	4.85e-12	1.99e-10	Altered group
ITGAM	16p11.2	10.32	8.78	0.89	1.31	1.54	4.97e-12	2.03e-10	Altered group
HS3ST3B1	17p12	4.66	3.46	0.70	1.20	1.20	5.31e-12	2.17e-10	Altered group
MEI1	22q13.2	8.24	6.57	0.97	1.35	1.67	5.34e-12	2.18e-10	Altered group
RASGEF1B	4q21.21	8.97	7.96	0.59	0.83	1.01	5.37e-12	2.18e-10	Altered group
MAN1A1	6q22.31	10.56	9.64	0.54	1.05	0.93	5.54e-12	2.25e-10	Altered group
C2	6p21.33	12.16	11.12	0.61	1.40	1.04	5.57e-12	2.26e-10	Altered group
KCNJ5	11q24.3	7.14	5.34	1.05	1.60	1.80	5.66e-12	2.29e-10	Altered group
C1QB	1p36.12	13.42	11.72	0.98	1.28	1.70	5.72e-12	2.31e-10	Altered group
APOBEC3D	22q13.1	7.82	6.75	0.63	1.03	1.07	5.73e-12	2.31e-10	Altered group
EGR2	10q21.3	9.16	7.73	0.83	1.14	1.43	5.79e-12	2.33e-10	Altered group
VNN2	6q23.2	7.94	6.16	1.03	1.44	1.78	6.19e-12	2.48e-10	Altered group
CBFA2T3	16q24.3	7.75	6.48	0.74	1.24	1.27	6.67e-12	2.67e-10	Altered group
CCRL2	3p21.31	8.26	6.90	0.79	1.09	1.36	6.72e-12	2.68e-10	Altered group
NLRC4	2p22.3	7.36	5.91	0.84	1.02	1.45	6.91e-12	2.76e-10	Altered group
BNIP2	15q22.2	9.92	9.48	0.26	0.46	0.44	7.20e-12	2.87e-10	Altered group
NCF2	1q25.3	10.65	9.30	0.79	1.07	1.35	7.64e-12	3.04e-10	Altered group
IFFO1	12p13.31	8.54	7.40	0.67	0.95	1.14	7.87e-12	3.12e-10	Altered group
TBC1D1	4p14	10.21	9.49	0.43	0.82	0.72	7.88e-12	3.12e-10	Altered group
SIRPB1	20p13	8.32	6.67	0.97	1.27	1.66	8.10e-12	3.19e-10	Altered group
PSTPIP1	15q24.3	8.19	6.70	0.88	1.12	1.49	8.11e-12	3.19e-10	Altered group
SLFN11	17q12	10.66	9.83	0.49	1.02	0.82	8.15e-12	3.21e-10	Altered group
ATM	11q22.3	10.45	9.79	0.39	0.64	0.66	8.30e-12	3.26e-10	Altered group
SPI1	11p11.2	10.74	9.30	0.85	1.08	1.44	8.81e-12	3.45e-10	Altered group
LIPA	10q23.31	12.72	11.37	0.79	0.84	1.35	9.43e-12	3.69e-10	Altered group
PECAM1	17q23.3	11.10	10.18	0.55	0.69	0.93	9.92e-12	3.87e-10	Altered group
ST8SIA1	12p12.1	7.04	5.65	0.83	1.31	1.39	1.04e-11	4.06e-10	Altered group
ZNF25	10p11.21	8.09	7.67	0.25	0.59	0.42	1.09e-11	4.23e-10	Altered group
LILRB3	19q13.42	8.45	7.02	0.85	1.06	1.43	1.14e-11	4.42e-10	Altered group
IRF1-AS1	5q31.1	7.23	6.33	0.54	0.81	0.91	1.16e-11	4.50e-10	Altered group
POU2F2	19q13.2	8.39	6.80	0.95	1.16	1.60	1.17e-11	4.50e-10	Altered group
SPOCK2	10q22.1	11.32	10.08	0.75	1.22	1.24	1.22e-11	4.69e-10	Altered group
IRF4	6p25.3	9.39	7.40	1.18	1.48	1.99	1.23e-11	4.73e-10	Altered group
HLA-DMA	6p21.32	12.41	11.34	0.64	1.15	1.07	1.24e-11	4.78e-10	Altered group
LILRB4	19q13.42	10.48	8.68	1.07	1.32	1.80	1.28e-11	4.91e-10	Altered group
LY86	6p25.1	8.80	7.17	0.97	1.19	1.63	1.30e-11	4.96e-10	Altered group
PNRC1	6q15	11.36	10.87	0.30	0.52	0.50	1.31e-11	5.00e-10	Altered group
CNRIP1	2p14	7.90	6.95	0.57	0.85	0.95	1.34e-11	5.10e-10	Altered group
FCGR1B	1p11.2	8.47	6.92	0.92	1.18	1.55	1.34e-11	5.10e-10	Altered group
PRR5L	11p13-p12	8.54	7.75	0.48	1.12	0.79	1.36e-11	5.15e-10	Altered group
ADGRE2	19p13.12	8.98	7.83	0.69	1.21	1.14	1.37e-11	5.21e-10	Altered group
HERC5	4q22.1	8.40	7.60	0.48	1.18	0.80	1.39e-11	5.28e-10	Altered group
SIT1	9p13.3	7.57	5.83	1.04	1.32	1.74	1.50e-11	5.68e-10	Altered group
EVL	14q32.2	11.15	10.25	0.54	0.73	0.90	1.54e-11	5.80e-10	Altered group
HPS5	11p15.1	9.75	9.17	0.35	0.49	0.58	1.55e-11	5.83e-10	Altered group
HECA	6q24.1	10.18	9.53	0.40	0.59	0.66	1.55e-11	5.83e-10	Altered group
ARHGDIB	12p12.3	12.95	12.11	0.51	0.88	0.84	1.56e-11	5.85e-10	Altered group
ZNF671	19q13.43	7.42	6.74	0.41	0.97	0.68	1.63e-11	6.08e-10	Altered group
UVRAG	11q13.5	9.44	9.04	0.25	0.48	0.40	1.76e-11	6.56e-10	Altered group
FCGR2B	1q23.3	9.73	8.24	0.91	1.28	1.50	1.82e-11	6.78e-10	Altered group
C11ORF21	11p15.5	5.55	3.97	0.96	1.31	1.58	1.98e-11	7.37e-10	Altered group
C1QA	1p36.12	13.16	11.55	0.97	1.22	1.60	2.01e-11	7.46e-10	Altered group
KCNK13	14q32.11	5.77	4.70	0.66	1.21	1.07	2.02e-11	7.50e-10	Altered group
GBP4	1p22.2	11.23	9.75	0.90	1.22	1.48	2.04e-11	7.55e-10	Altered group
NLRP3	1q44	7.65	6.29	0.83	1.18	1.36	2.05e-11	7.57e-10	Altered group
ARSG	17q24.2	6.66	5.92	0.45	0.95	0.73	2.06e-11	7.57e-10	Altered group
ALOX5	10q11.21	10.89	9.51	0.84	1.18	1.38	2.11e-11	7.73e-10	Altered group
HLA-DRB1	6p21.32	14.40	12.95	0.89	1.49	1.45	2.13e-11	7.80e-10	Altered group
FOLR2	11q13.4	9.85	8.13	1.05	1.42	1.72	2.13e-11	7.80e-10	Altered group
ADAM19	5q33.3	10.02	8.88	0.69	1.12	1.14	2.16e-11	7.88e-10	Altered group
HLA-DQA1	6p21.32	13.15	11.33	1.11	1.63	1.82	2.18e-11	7.95e-10	Altered group
